PREF IBKR,CMON,BOND_,CRDT SCORE_,EX-DIV DATE,CALL DATE,MATUR DATE,DIV AMOUNT,COUPON,Aug2022_Price,Oct19_Price,CGRUP,Last Price,Oct19_diff,Aug2022_diff,SMA88,SMA268,SMA88 chg,SMA268 chg,6M Low,6M High,1Y Low,1Y High,TIME TO DIV,Div adj.price,COM_LAST_PRICE,COM_52W_LOW,COM_52W_HIGH,COM_6M_PRICE,COM_3M_PRICE,COM_5Y_LOW,COM_5Y_HIGH,COM_MKTCAP,CRDT_SCORE,COM_FEB2020_PRICE,COM_MAR2020_PRICE,COM_5Y_LOW_CHG,COM_5Y_HIGH_CHG,COM_52W_LOW_CHG,COM_52W_HIGH_CHG,COM_6M_CHG,COM_3M_CHG,COM_FEB2020_CHG,COM_MAR2020_CHG,5Y_LOW_SKOR,5Y_HIGH_SKOR,52W_LOW_SKOR,52W_HIGH_SKOR,COM_6M_SKOR,COM_3M_SKOR,FEB2020_SKOR,MAR2020_SKOR,Normalized_5Y_LOW,Normalized_5Y_HIGH,Normalized_52W_LOW,Normalized_52W_HIGH,Normalized_COM_6M,Normalized_COM_3M,Normalized_FEB2020,Normalized_MAR2020,52W_HIGH_CHG,5Y_HIGH_CHG,52W_LOW_CHG,5Y_LOW_CHG,5Y_CHG,5Y CHG SKOR,52W_CHG,52W CHG SKOR,TOTAL_HIGH_SCORE,3M_PERF,6M_PERF,RECENT_TOTAL,MKTCAP_NORM,CRDT_NORM,SOLIDITY_SCORE,H2020_SKOR,H2020_NORM,L2020_SKOR,L2020_NORM,COM_6M_NORM,COM_3M_NORM,MKTCAP_RANGE
BHFAP,BHF,,10,12/6/2024,,,0.41,6.60%,26.10,20.01,c650,19.66,-0.35,-6.44,20.33,22.50,-3.29,-12.62,18.38,25.51,18.38,25.51,78.00,19.61,56.88,40.00,64.12,48.96,56.95,25.13,64.12,3.27,10.50,42.11,16.15,1.26,-0.11,0.42,-0.11,0.16,-0.00,0.35,2.52,90.00,79.84,43.76,79.84,5.09,-0.02,68.46,126.98,79.42,98.36,88.05,58.17,87.13,58.94,32.65,43.68,-0.11,-0.11,0.42,1.26,1.26,25.89,0.42,49.37,79.84,-0.00,0.16,0.16,45.67,35.65,58.47,36.71,47.36,32.85,44.22,88.72,64.20,<1B USD
BOH PRA,BOH,,12,10/17/2024,8/1/2026,,0.27,4.38%,20.44,13.05,c425,15.11,2.06,-5.33,15.69,16.54,-3.68,-8.64,14.51,19.24,12.86,19.24,28.00,14.92,65.36,55.30,82.70,73.03,68.77,30.83,99.10,2.60,12.00,90.51,53.96,1.12,-0.34,0.18,-0.21,-0.11,-0.05,-0.28,0.21,90.00,59.36,24.55,71.13,-1.82,-1.23,31.21,27.27,77.88,81.56,73.91,47.53,46.06,47.16,15.43,10.17,-0.21,-0.34,0.18,1.12,1.12,24.08,0.18,26.56,65.24,-0.05,-0.11,-0.16,44.00,50.50,54.66,45.64,58.64,45.09,60.31,52.73,53.92,<1B USD
BWBBP,BWB,,NR,11/11/2024,8/17/2026,,0.37,5.88%,23.52,16.57,c575,18.60,2.03,-4.92,18.99,19.10,-2.03,-2.59,18.10,21.40,15.25,22.00,53.00,18.45,14.85,10.65,16.34,15.13,13.95,7.90,20.21,0.41,8.00,13.79,9.02,0.88,-0.27,0.39,-0.09,-0.02,0.06,0.08,0.65,80.38,66.13,41.55,81.79,0.42,1.62,49.51,46.04,74.81,91.50,86.90,99.48,59.38,74.96,23.89,16.48,-0.09,-0.27,0.39,0.88,0.88,21.04,0.39,46.74,73.96,0.06,-0.02,0.04,37.05,10.90,47.69,29.47,38.21,29.69,40.05,64.40,78.17,<1B USD
CADE PRA,CADE,,NR,11/1/2024,11/20/2024,,0.34,5.50%,24.16,16.69,c550,20.40,3.71,-3.76,20.99,21.19,-2.81,-3.71,19.60,23.49,16.13,23.49,43.00,20.22,30.01,25.22,40.20,35.72,30.28,16.95,40.20,5.48,8.00,70.51,43.76,0.77,-0.25,0.19,-0.25,-0.16,-0.01,0.30,1.31,71.64,67.19,25.19,67.19,-3.24,-0.21,,,73.13,93.05,74.62,39.18,37.62,57.07,,,-0.25,-0.25,0.19,0.77,0.77,19.65,0.19,27.32,67.19,-0.01,-0.16,-0.17,50.96,10.90,30.27,0.00,1.00,0.00,1.00,45.33,62.56,<1B USD
CFG PRE,CFG,,10,12/18/2024,,,0.31,5.00%,22.34,16.20,c500,18.99,2.79,-3.35,19.38,20.31,-2.00,-6.52,17.99,23.19,15.17,23.38,0.00,18.68,40.33,32.60,49.25,44.74,40.86,22.53,57.00,17.49,10.00,38.49,17.52,0.79,-0.29,0.24,-0.18,-0.10,-0.01,0.05,1.30,73.20,63.68,28.97,73.70,-1.65,-0.32,47.50,74.33,73.45,87.90,78.32,46.73,47.06,56.08,22.96,25.99,-0.18,-0.29,0.24,0.79,0.79,19.90,0.24,31.80,68.69,-0.01,-0.10,-0.11,63.18,30.70,59.63,35.89,46.32,33.42,44.96,53.60,61.70,<1B USD
CFR PRB,CFR,,11.5,11/27/2024,,,0.28,4.45%,21.80,15.89,c450,17.10,1.21,-4.70,17.51,18.68,-2.36,-8.47,16.34,22.15,15.60,22.15,69.00,17.03,123.86,94.09,147.64,136.62,124.49,61.50,160.60,7.96,11.50,92.49,53.08,1.01,-0.23,0.32,-0.16,-0.09,-0.01,0.34,1.33,90.00,69.41,35.31,75.50,-1.52,-0.12,67.66,75.69,76.62,96.32,83.18,50.09,47.85,58.01,32.28,26.44,-0.16,-0.23,0.32,1.01,1.01,22.74,0.32,39.34,72.46,-0.01,-0.09,-0.10,55.92,45.55,61.35,45.95,59.03,44.86,60.01,54.30,63.38,<1B USD
CIM PRA,CIM,,NR,12/11/2024,10/21/2021,,0.50,8.00%,22.82,18.15,c775,22.12,3.97,-0.70,21.79,22.59,1.50,-2.10,19.85,24.56,17.33,24.56,83.00,22.08,13.91,9.85,16.89,14.86,13.74,9.85,50.55,1.13,8.00,70.51,43.76,0.41,-0.72,0.41,-0.18,-0.06,0.01,0.30,1.31,42.97,24.77,42.97,74.12,-0.75,0.32,,,65.22,30.76,87.65,47.51,52.39,62.26,,,-0.18,-0.72,0.41,0.41,0.41,15.12,0.41,48.43,49.44,0.01,-0.06,-0.05,40.33,10.90,18.67,0.00,1.00,0.00,1.00,58.27,67.09,<1B USD
CIO PRA,CIO,,NR,1/8/2025,9/15/2021,,0.41,6.63%,24.00,15.06,c650,18.61,3.55,-5.39,18.54,18.63,0.37,-0.13,16.86,21.06,14.16,21.79,21.00,18.30,5.40,4.19,6.50,5.65,5.01,3.45,21.70,0.22,8.00,13.81,7.41,0.57,-0.75,0.29,-0.17,-0.04,0.08,-0.61,-0.27,55.22,22.40,33.10,74.77,-0.24,1.96,2.57,8.06,69.20,27.28,81.64,48.72,55.42,78.21,2.19,3.71,-0.17,-0.75,0.29,0.57,0.57,17.06,0.29,36.71,48.58,0.08,-0.04,0.04,36.10,10.90,36.66,29.47,38.22,28.91,39.03,60.93,81.00,<1B USD
CLDT PRA,CLDT,,NR,12/27/2024,,,0.41,6.63%,24.33,19.64,c650,20.36,0.72,-3.97,20.38,21.50,-0.10,-5.28,18.18,23.89,18.18,24.49,9.00,19.99,6.95,5.83,10.00,9.60,7.63,5.02,15.12,0.34,8.00,17.18,4.70,0.38,-0.54,0.19,-0.30,-0.28,-0.09,-0.60,0.48,40.76,41.37,25.37,62.55,-7.81,-2.22,3.74,38.81,64.35,55.14,74.81,29.36,24.42,37.52,2.73,14.05,-0.30,-0.54,0.19,0.38,0.38,14.77,0.19,27.53,51.96,-0.09,-0.28,-0.37,36.70,10.90,38.32,30.45,39.46,27.55,37.24,21.53,45.52,<1B USD
CMS PRC,CMS,,10.5,1/2/2025,,,0.26,4.20%,20.81,17.98,c425,16.86,-1.12,-3.95,17.26,18.49,-2.30,-8.79,16.06,20.92,16.06,21.68,15.00,16.64,70.53,58.50,76.45,67.04,73.26,49.87,76.45,21.10,10.50,67.56,49.55,0.41,-0.08,0.21,-0.08,0.05,-0.04,0.04,0.42,43.14,83.03,26.45,83.03,2.25,-0.92,47.24,36.42,65.28,6.70,75.94,97.35,70.24,50.16,22.84,13.24,-0.08,-0.08,0.21,0.41,0.41,15.15,0.21,28.81,83.03,-0.04,0.05,0.01,64.72,35.65,67.24,41.80,53.79,43.93,58.79,73.92,56.54,<1B USD
CMSA,CMS,BB,11.5,11/29/2024,3/15/2023,,0.35,5.63%,26.19,21.25,c550,20.87,-0.38,-5.32,21.79,23.41,-4.23,-10.84,20.66,25.53,20.66,25.53,71.00,20.80,70.53,58.50,76.45,67.04,73.26,49.87,76.45,21.10,10.50,67.56,49.55,0.41,-0.08,0.21,-0.08,0.05,-0.04,0.04,0.42,43.14,83.03,26.45,83.03,2.25,-0.92,47.24,36.42,65.28,6.70,75.94,97.35,70.24,50.16,22.84,13.24,-0.08,-0.08,0.21,0.41,0.41,15.15,0.21,28.81,83.03,-0.04,0.05,0.01,64.72,35.65,68.59,41.80,53.79,43.93,58.79,73.92,56.54,<1B USD
CMSC,CMS,BB,11.5,12/27/2024,10/15/2023,,0.37,5.88%,25.19,21.74,c575,22.19,0.45,-3.00,22.58,23.78,-1.72,-6.69,21.28,25.22,21.28,25.36,9.00,21.86,70.53,58.50,76.45,67.04,73.26,49.87,76.45,21.10,10.50,67.56,49.55,0.41,-0.08,0.21,-0.08,0.05,-0.04,0.04,0.42,43.14,83.03,26.45,83.03,2.25,-0.92,47.24,36.42,65.28,6.70,75.94,97.35,70.24,50.16,22.84,13.24,-0.08,-0.08,0.21,0.41,0.41,15.15,0.21,28.81,83.03,-0.04,0.05,0.01,64.72,35.65,68.59,41.80,53.79,43.93,58.79,73.92,56.54,<1B USD
CMSD,CMS,BB,11.5,11/15/2024,,,0.37,5.88%,25.59,21.91,c575,22.15,0.24,-3.44,22.71,23.85,-2.45,-7.14,21.60,25.26,21.60,25.31,57.00,22.01,70.53,58.50,76.45,67.04,73.26,49.87,76.45,21.10,10.50,67.56,49.55,0.41,-0.08,0.21,-0.08,0.05,-0.04,0.04,0.42,43.14,83.03,26.45,83.03,2.25,-0.92,47.24,36.42,65.28,6.70,75.94,97.35,70.24,50.16,22.84,13.24,-0.08,-0.08,0.21,0.41,0.41,15.15,0.21,28.81,83.03,-0.04,0.05,0.01,64.72,35.65,68.59,41.80,53.79,43.93,58.79,73.92,56.54,<1B USD
CNO PRA,CNO,BB,NR,11/15/2024,11/25/2025,,0.32,5.13%,22.08,14.95,c500,17.47,2.52,-4.61,18.51,19.85,-5.60,-11.98,16.54,22.22,14.64,22.53,57.00,17.35,36.88,26.36,43.20,37.52,41.37,13.62,43.20,3.66,8.00,18.66,9.85,1.71,-0.15,0.40,-0.15,-0.02,-0.11,0.98,2.74,90.00,76.83,41.93,76.83,0.46,-2.71,111.76,136.57,83.26,94.47,87.11,52.57,59.60,32.79,52.66,46.91,-0.15,-0.15,0.40,1.71,1.71,31.52,0.40,47.19,76.83,-0.11,-0.02,-0.13,46.65,10.90,53.69,30.87,39.98,30.08,40.56,64.60,41.40,<1B USD
COF PRI,COF,,10,11/13/2024,,,0.31,5.00%,23.21,16.12,c500,18.75,2.63,-4.46,19.14,19.95,-2.05,-6.01,17.75,22.04,15.65,22.04,55.00,18.63,192.90,128.22,210.67,181.18,165.26,57.30,210.67,123.44,10.00,101.95,45.01,2.37,-0.08,0.50,-0.08,0.06,0.17,0.89,3.29,90.00,82.41,50.36,82.41,2.58,4.19,105.92,159.93,87.42,6.73,91.09,98.43,72.19,100.00,49.97,54.76,-0.08,-0.08,0.50,2.37,2.37,39.85,0.50,57.20,82.41,0.17,0.06,0.23,86.17,30.70,74.36,47.36,60.81,42.68,57.15,75.63,100.00,<1B USD
COF PRJ,COF,,10,11/13/2024,,,0.30,4.80%,21.90,15.54,c475,17.75,2.21,-4.15,18.31,19.04,-3.07,-6.78,16.97,20.85,15.05,20.85,55.00,17.63,192.90,128.22,210.67,181.18,165.26,57.30,210.67,123.44,10.00,101.95,45.01,2.37,-0.08,0.50,-0.08,0.06,0.17,0.89,3.29,90.00,82.41,50.36,82.41,2.58,4.19,105.92,159.93,87.42,6.73,91.09,98.43,72.19,100.00,49.97,54.76,-0.08,-0.08,0.50,2.37,2.37,39.85,0.50,57.20,82.41,0.17,0.06,0.23,86.17,30.70,74.36,47.36,60.81,42.68,57.15,75.63,100.00,<1B USD
COF PRK,COF,,10,11/13/2024,,,0.29,4.63%,22.17,14.99,c450,17.10,2.11,-5.07,17.70,18.75,-3.38,-8.80,16.46,21.07,14.64,21.07,55.00,16.99,192.90,128.22,210.67,181.18,165.26,57.30,210.67,123.44,10.00,101.95,45.01,2.37,-0.08,0.50,-0.08,0.06,0.17,0.89,3.29,90.00,82.41,50.36,82.41,2.58,4.19,105.92,159.93,87.42,6.73,91.09,98.43,72.19,100.00,49.97,54.76,-0.08,-0.08,0.50,2.37,2.37,39.85,0.50,57.20,82.41,0.17,0.06,0.23,86.17,30.70,74.36,47.36,60.81,42.68,57.15,75.63,100.00,<1B USD
COF PRL,COF,,10,11/13/2024,,,0.27,4.38%,20.06,13.84,c425,16.19,2.35,-3.87,16.72,17.75,-3.18,-8.76,15.42,20.16,13.57,20.16,55.00,16.09,192.90,128.22,210.67,181.18,165.26,57.30,210.67,123.44,10.00,101.95,45.01,2.37,-0.08,0.50,-0.08,0.06,0.17,0.89,3.29,90.00,82.41,50.36,82.41,2.58,4.19,105.92,159.93,87.42,6.73,91.09,98.43,72.19,100.00,49.97,54.76,-0.08,-0.08,0.50,2.37,2.37,39.85,0.50,57.20,82.41,0.17,0.06,0.23,86.17,30.70,74.36,47.36,60.81,42.68,57.15,75.63,100.00,<1B USD
COF PRN,COF,,10,11/13/2024,,,0.27,4.25%,19.94,13.68,c425,16.21,2.53,-3.73,16.46,17.28,-1.53,-6.21,15.15,19.81,13.26,19.81,55.00,16.11,192.90,128.22,210.67,181.18,165.26,57.30,210.67,123.44,10.00,101.95,45.01,2.37,-0.08,0.50,-0.08,0.06,0.17,0.89,3.29,90.00,82.41,50.36,82.41,2.58,4.19,105.92,159.93,87.42,6.73,91.09,98.43,72.19,100.00,49.97,54.76,-0.08,-0.08,0.50,2.37,2.37,39.85,0.50,57.20,82.41,0.17,0.06,0.23,86.17,30.70,74.36,47.36,60.81,42.68,57.15,75.63,100.00,<1B USD
CUBB,CUBI,BB,NR,12/13/2024,,,0.34,5.38%,23.56,18.75,c525,19.93,1.18,-3.63,19.86,19.98,0.37,-0.25,18.30,21.85,16.75,22.00,85.00,19.91,50.35,40.75,68.49,51.49,50.99,6.87,76.13,1.59,8.00,19.79,10.18,6.33,-0.34,0.24,-0.26,-0.02,-0.01,1.54,3.95,90.00,59.52,28.85,66.16,0.33,-0.31,151.05,188.43,100.00,81.80,78.22,37.01,58.82,56.18,70.82,64.34,-0.26,-0.34,0.24,6.33,6.33,90.00,0.24,31.66,62.84,-0.01,-0.02,-0.03,41.48,10.90,45.65,31.18,40.38,30.23,40.77,63.91,61.79,<1B USD
DCOMP,DCOM,,8,11/5/2024,2/15/2025,,0.34,5.50%,22.38,14.51,c550,17.90,3.39,-4.48,18.84,19.02,-5.00,-5.88,17.05,21.15,14.26,21.44,47.00,17.74,26.22,17.49,37.60,33.96,28.34,15.57,38.35,1.15,8.00,70.51,43.76,0.68,-0.32,0.50,-0.30,-0.23,-0.07,0.30,1.31,64.72,61.53,49.93,62.76,-6.25,-1.86,,,71.62,84.75,90.91,29.81,33.68,41.01,,,-0.30,-0.32,0.50,0.68,0.68,18.56,0.50,56.70,62.14,-0.07,-0.23,-0.30,40.38,10.90,24.03,0.00,1.00,0.00,1.00,29.64,48.56,<1B USD
DLR PRJ,DLR,,10.5,12/13/2024,,,0.33,5.25%,25.38,19.55,c525,20.78,1.23,-4.60,21.17,22.20,-1.85,-6.40,20.02,24.63,19.06,24.63,85.00,20.76,174.47,129.95,198.00,185.00,151.85,85.76,198.00,58.76,10.50,126.08,121.20,1.03,-0.12,0.34,-0.12,-0.06,0.15,0.38,0.44,90.00,79.30,37.41,79.30,-0.57,3.73,70.75,37.12,76.87,97.67,84.52,57.17,53.47,95.54,33.71,13.48,-0.12,-0.12,0.34,1.03,1.03,22.99,0.34,41.82,79.30,0.15,-0.06,0.09,78.40,35.65,71.01,50.63,64.94,58.18,77.53,59.22,96.11,<1B USD
DLR PRK,DLR,,10.5,12/13/2024,,,0.37,5.88%,26.40,22.00,c575,23.08,1.08,-3.32,23.43,24.17,-1.50,-4.52,22.10,25.41,21.40,25.61,85.00,23.06,174.47,129.95,198.00,185.00,151.85,85.76,198.00,58.76,10.50,126.08,121.20,1.03,-0.12,0.34,-0.12,-0.06,0.15,0.38,0.44,90.00,79.30,37.41,79.30,-0.57,3.73,70.75,37.12,76.87,97.67,84.52,57.17,53.47,95.54,33.71,13.48,-0.12,-0.12,0.34,1.03,1.03,22.99,0.34,41.82,79.30,0.15,-0.06,0.09,78.40,35.65,71.01,50.63,64.94,58.18,77.53,59.22,96.11,<1B USD
DLR PRL,DLR,,10.5,12/13/2024,,,0.33,5.20%,25.37,19.32,c525,20.03,0.71,-5.34,20.58,21.81,-2.69,-8.14,19.61,24.45,19.01,24.45,85.00,20.01,174.47,129.95,198.00,185.00,151.85,85.76,198.00,58.76,10.50,126.08,121.20,1.03,-0.12,0.34,-0.12,-0.06,0.15,0.38,0.44,90.00,79.30,37.41,79.30,-0.57,3.73,70.75,37.12,76.87,97.67,84.52,57.17,53.47,95.54,33.71,13.48,-0.12,-0.12,0.34,1.03,1.03,22.99,0.34,41.82,79.30,0.15,-0.06,0.09,78.40,35.65,71.01,50.63,64.94,58.18,77.53,59.22,96.11,<1B USD
DTB,DTE,BB,11.5,12/27/2024,,,0.27,4.38%,22.29,17.30,c425,17.17,-0.13,-5.12,17.84,19.20,-3.77,-10.56,16.98,21.90,16.98,22.65,9.00,16.93,134.13,108.40,140.39,120.70,135.60,86.94,140.39,28.06,11.50,113.55,70.62,0.54,-0.04,0.24,-0.04,0.11,-0.01,0.18,0.90,53.42,85.99,28.99,85.99,3.78,-0.26,56.74,56.96,68.69,6.53,78.34,92.04,79.36,56.60,27.23,20.15,-0.04,-0.04,0.24,0.54,0.54,16.77,0.24,31.83,85.99,-0.01,0.11,0.10,67.68,45.55,73.05,48.99,62.87,49.02,65.49,81.91,62.16,<1B USD
DTG,DTE,BB,11.5,11/15/2024,,,0.27,4.38%,20.89,17.32,c425,16.87,-0.45,-4.02,17.78,19.25,-5.11,-12.38,16.81,22.05,16.81,22.25,57.00,16.77,134.13,108.40,140.39,120.70,135.60,86.94,140.39,28.06,11.50,113.55,70.62,0.54,-0.04,0.24,-0.04,0.11,-0.01,0.18,0.90,53.42,85.99,28.99,85.99,3.78,-0.26,56.74,56.96,68.69,6.53,78.34,92.04,79.36,56.60,27.23,20.15,-0.04,-0.04,0.24,0.54,0.54,16.77,0.24,31.83,85.99,-0.01,0.11,0.10,67.68,45.55,73.05,48.99,62.87,49.02,65.49,81.91,62.16,<1B USD
DTW,DTE,BB,11.5,11/15/2024,12/1/2022,,0.33,5.25%,25.42,20.88,c525,21.11,0.23,-4.31,21.75,22.90,-2.94,-7.81,20.55,25.11,20.42,25.17,57.00,20.99,134.13,108.40,140.39,120.70,135.60,86.94,140.39,28.06,11.50,113.55,70.62,0.54,-0.04,0.24,-0.04,0.11,-0.01,0.18,0.90,53.42,85.99,28.99,85.99,3.78,-0.26,56.74,56.96,68.69,6.53,78.34,92.04,79.36,56.60,27.23,20.15,-0.04,-0.04,0.24,0.54,0.54,16.77,0.24,31.83,85.99,-0.01,0.11,0.10,67.68,45.55,73.05,48.99,62.87,49.02,65.49,81.91,62.16,<1B USD
DUK PRA,DUK,,11,11/15/2024,,,0.36,5.75%,26.49,22.91,c550,24.48,1.57,-2.01,24.85,24.98,-1.47,-1.99,24.06,25.59,22.71,25.66,57.00,24.35,117.30,99.21,125.27,107.89,120.81,77.58,125.27,90.83,11.00,96.23,68.40,0.51,-0.06,0.18,-0.06,0.09,-0.03,0.22,0.71,50.96,84.27,24.59,84.27,3.16,-0.72,59.34,49.00,67.95,6.63,73.94,95.16,75.66,52.16,28.43,17.47,-0.06,-0.06,0.18,0.51,0.51,16.38,0.18,26.60,84.27,-0.03,0.09,0.06,83.53,40.60,76.09,46.52,59.75,48.53,64.84,78.67,58.29,<1B USD
DUKB,DUK,BB,12,12/13/2024,,,0.35,5.63%,26.08,21.93,c550,24.09,2.16,-1.99,24.58,24.73,-2.01,-2.57,23.30,25.46,21.80,25.50,85.00,24.07,117.30,99.21,125.27,107.89,120.81,77.58,125.27,90.83,11.00,96.23,68.40,0.51,-0.06,0.18,-0.06,0.09,-0.03,0.22,0.71,50.96,84.27,24.59,84.27,3.16,-0.72,59.34,49.00,67.95,6.63,73.94,95.16,75.66,52.16,28.43,17.47,-0.06,-0.06,0.18,0.51,0.51,16.38,0.18,26.60,84.27,-0.03,0.09,0.06,83.53,40.60,77.61,46.52,59.75,48.53,64.84,78.67,58.29,<1B USD
ECF PRA,ECF,,16,12/16/2024,,,0.33,5.25%,24.84,21.83,c525,21.64,-0.19,-3.20,21.92,22.50,-1.26,-3.84,20.21,24.36,20.21,24.43,88.00,21.63,9.95,8.08,10.19,9.82,9.42,7.02,17.34,0.14,16.00,11.98,7.84,0.42,-0.43,0.23,-0.02,0.01,0.06,-0.17,0.27,43.39,51.64,28.51,87.88,1.24,1.42,32.47,29.76,65.38,70.23,77.92,88.45,64.27,72.95,16.01,11.01,-0.02,-0.43,0.23,0.42,0.42,15.19,0.23,31.26,69.76,0.06,0.01,0.07,35.70,90.10,61.24,28.92,37.53,29.12,39.31,68.69,76.42,<1B USD
EFSCP,EFSC,,NR,11/27/2024,,,0.31,5.00%,21.75,15.40,c500,19.20,3.80,-2.55,18.91,19.63,1.55,-2.18,17.20,22.22,13.68,22.22,69.00,19.13,52.00,37.30,63.13,58.37,56.65,25.21,63.13,1.93,8.00,45.08,26.25,1.06,-0.18,0.39,-0.18,-0.11,-0.08,0.15,0.98,90.00,74.13,41.53,74.13,-1.92,-2.04,54.82,60.48,77.21,90.98,86.89,47.54,45.43,39.24,26.34,21.33,-0.18,-0.18,0.39,1.06,1.06,23.35,0.39,46.72,74.13,-0.08,-0.11,-0.19,42.33,10.90,49.82,37.36,48.18,36.75,49.34,52.18,47.02,<1B USD
ELC,ETR,BB,15,11/29/2024,,,0.30,4.88%,25.30,20.02,c475,19.91,-0.11,-5.39,20.68,21.65,-3.74,-8.06,19.91,23.43,19.86,23.45,71.00,19.85,83.00,52.07,88.39,74.84,85.45,42.89,88.39,35.35,15.00,66.45,39.99,0.94,-0.06,0.59,-0.06,0.11,-0.03,0.25,1.08,84.81,84.51,57.52,84.51,3.73,-0.71,61.43,64.56,75.59,6.61,93.88,94.73,79.01,52.25,29.40,22.70,-0.06,-0.06,0.59,0.94,0.94,21.74,0.59,65.71,84.51,-0.03,0.11,0.08,70.77,80.20,80.72,41.60,53.53,41.23,55.24,81.61,58.37,<1B USD
EMP,ETR,BB,14.5,12/27/2024,,,0.31,4.90%,25.30,20.07,c475,20.34,0.27,-4.96,20.79,21.87,-2.16,-7.00,20.01,23.61,19.90,24.23,9.00,20.06,83.00,52.07,88.39,74.84,85.45,42.89,88.39,35.35,15.00,66.45,39.99,0.94,-0.06,0.59,-0.06,0.11,-0.03,0.25,1.08,84.81,84.51,57.52,84.51,3.73,-0.71,61.43,64.56,75.59,6.61,93.88,94.73,79.01,52.25,29.40,22.70,-0.06,-0.06,0.59,0.94,0.94,21.74,0.59,65.71,84.51,-0.03,0.11,0.08,70.77,80.20,80.72,41.60,53.53,41.23,55.24,81.61,58.37,<1B USD
ENJ,ETR,BB,14.5,11/29/2024,12/1/2017,,0.31,5.00%,24.79,19.49,c500,20.17,0.68,-4.62,20.83,21.72,-3.18,-7.13,19.95,24.59,19.31,24.59,71.00,20.10,83.00,52.07,88.39,74.84,85.45,42.89,88.39,35.35,15.00,66.45,39.99,0.94,-0.06,0.59,-0.06,0.11,-0.03,0.25,1.08,84.81,84.51,57.52,84.51,3.73,-0.71,61.43,64.56,75.59,6.61,93.88,94.73,79.01,52.25,29.40,22.70,-0.06,-0.06,0.59,0.94,0.94,21.74,0.59,65.71,84.51,-0.03,0.11,0.08,70.77,80.20,80.72,41.60,53.53,41.23,55.24,81.61,58.37,<1B USD
ENO,ETR,BB,13,12/27/2024,,,0.34,5.50%,25.40,20.75,c550,21.50,0.75,-3.90,22.08,23.05,-2.61,-6.74,21.21,25.26,20.50,25.32,9.00,21.19,83.00,52.07,88.39,74.84,85.45,42.89,88.39,35.35,15.00,66.45,39.99,0.94,-0.06,0.59,-0.06,0.11,-0.03,0.25,1.08,84.81,84.51,57.52,84.51,3.73,-0.71,61.43,64.56,75.59,6.61,93.88,94.73,79.01,52.25,29.40,22.70,-0.06,-0.06,0.59,0.94,0.94,21.74,0.59,65.71,84.51,-0.03,0.11,0.08,70.77,80.20,80.72,41.60,53.53,41.23,55.24,81.61,58.37,<1B USD
EQH PRA,EQH,,10.5,11/29/2024,,,0.33,5.25%,23.77,17.79,c525,20.07,2.28,-3.70,20.50,21.66,-2.11,-7.34,18.41,23.80,17.26,23.89,71.00,20.00,51.61,36.46,56.00,46.57,52.26,17.33,56.00,15.68,10.50,26.05,10.63,1.98,-0.08,0.42,-0.08,0.11,-0.01,0.98,3.86,90.00,82.94,43.24,82.94,3.71,-0.30,112.09,184.51,85.13,6.70,87.79,97.50,78.89,56.21,52.81,63.02,-0.08,-0.08,0.42,1.98,1.98,34.94,0.42,48.75,82.94,-0.01,0.11,0.10,62.41,35.65,66.30,32.86,42.50,30.44,41.04,81.50,61.82,<1B USD
EQH PRC,EQH,,10.5,11/29/2024,,,0.27,4.30%,21.08,13.95,c425,16.31,2.36,-4.77,17.02,18.19,-4.19,-10.36,15.83,20.69,13.35,20.69,71.00,16.25,51.61,36.46,56.00,46.57,52.26,17.33,56.00,15.68,10.50,26.05,10.63,1.98,-0.08,0.42,-0.08,0.11,-0.01,0.98,3.86,90.00,82.94,43.24,82.94,3.71,-0.30,112.09,184.51,85.13,6.70,87.79,97.50,78.89,56.21,52.81,63.02,-0.08,-0.08,0.42,1.98,1.98,34.94,0.42,48.75,82.94,-0.01,0.11,0.10,62.41,35.65,66.30,32.86,42.50,30.44,41.04,81.50,61.82,<1B USD
ETI PR,ETR,,10,12/30/2024,,,0.34,5.38%,25.50,21.75,c525,22.55,0.80,-2.95,23.53,23.69,-4.15,-4.81,22.36,25.23,21.39,25.43,12.00,22.26,83.00,52.07,88.39,74.84,85.45,42.89,88.39,35.35,15.00,66.45,39.99,0.94,-0.06,0.59,-0.06,0.11,-0.03,0.25,1.08,84.81,84.51,57.52,84.51,3.73,-0.71,61.43,64.56,75.59,6.61,93.88,94.73,79.01,52.25,29.40,22.70,-0.06,-0.06,0.59,0.94,0.94,21.74,0.59,65.71,84.51,-0.03,0.11,0.08,70.77,80.20,79.13,41.60,53.53,41.23,55.24,81.61,58.37,<1B USD
F PRB,F,BB,9.5,11/12/2024,6/1/2024,,0.39,6.20%,26.79,20.83,c625,21.09,0.26,-5.70,21.53,23.35,-2.03,-9.67,19.85,25.39,19.85,25.64,54.00,20.93,10.47,8.44,14.85,9.97,9.92,5.74,25.87,41.48,9.50,8.06,4.33,0.82,-0.60,0.24,-0.29,0.05,0.06,0.30,1.42,75.92,36.42,29.24,63.45,2.20,1.40,64.88,79.34,73.98,47.88,78.56,31.28,69.95,72.75,30.99,27.67,-0.29,-0.60,0.24,0.82,0.82,20.33,0.24,32.13,49.94,0.06,0.05,0.11,73.38,25.75,55.84,27.71,35.99,27.36,36.99,73.66,76.24,<1B USD
